,Performance Record,Maturity Group,Genotype ID,State,Year,Location,Yield
36138,36138,8.0,1038,"""SC""",2015,54.0,45.6
36139,36139,2.0,4425,"""NE""",2005,56.0,64.4
36140,36140,2.0,4576,"""IA""",2009,2.0,60.3
36141,36141,0.0,1651,"""QUE""",2008,133.0,92.4
36142,36142,1.0,3700,"""IN""",2012,154.0,25.6
36143,36143,1.0,5009,"""MN""",2005,74.0,44.8
36144,36144,4.0,1254,"""VA""",2006,97.0,41.2
36145,36145,4.0,5138,"""IL""",2007,91.0,43.3
36146,36146,7.0,2817,"""GA""",2008,8.0,46.5
36147,36147,3.0,636,"""OH""",2007,63.0,71.5
36148,36148,4.0,4253,"""KS""",2007,78.0,49.0
36149,36149,7.0,1033,"""AL""",2011,143.0,50.4
36150,36150,1.0,561,"""MN""",2009,74.0,41.6
36151,36151,2.0,5694,"""IL""",2013,148.0,59.7
36152,36152,0.0,3186,"""QUE""",2004,119.0,42.7
36153,36153,8.0,1774,"""AL""",2015,51.0,63.6
36154,36154,6.0,1548,"""VA""",2004,151.0,51.4
36155,36155,2.0,3751,"""SD""",2012,18.0,17.2
36156,36156,1.0,2596,"""AR""",2004,53.0,60.8
36157,36157,6.0,1412,"""AR""",2009,103.0,67.2
36158,36158,8.0,2445,"""GA""",2015,7.0,53.4
36159,36159,3.0,2561,"""MO""",2003,94.0,40.8
36160,36160,1.0,4428,"""QUE""",2006,130.0,52.6
36161,36161,5.0,2874,"""TN""",2013,72.0,53.8
36162,36162,8.0,1591,"""AL""",2007,144.0,25.4
36163,36163,2.0,5285,"""ONT""",2010,33.0,80.6
36164,36164,0.0,4293,"""ND""",2008,31.0,31.8
36165,36165,0.0,1725,"""AR""",2004,69.0,16.1
36166,36166,-1.0,1679,"""QUE""",2005,119.0,62.0
36167,36167,0.0,1239,"""ND""",2012,31.0,50.3
36168,36168,3.0,2507,"""IA""",2004,2.0,67.7
36169,36169,5.0,1017,"""TN""",2003,67.0,37.7
36170,36170,5.0,2668,"""TN""",2005,67.0,57.8
36171,36171,0.0,3186,"""MN""",2008,117.0,21.1
36172,36172,0.0,5828,"""ONT""",2007,156.0,47.2
36173,36173,3.0,5516,"""IL""",2004,148.0,51.1
36174,36174,6.0,2898,"""NC""",2012,107.0,50.7
36175,36175,2.0,3276,"""ONT""",2012,33.0,72.5
36176,36176,4.0,2615,"""IL""",2010,147.0,62.4
36177,36177,-1.0,4312,"""ND""",2012,93.0,57.0
36178,36178,1.0,4419,"""SD""",2006,10.0,38.3
36179,36179,8.0,2393,"""AL""",2006,51.0,72.9
36180,36180,3.0,4020,"""OH""",2015,63.0,67.1
36181,36181,4.0,3213,"""IL""",2013,148.0,52.1
36182,36182,7.0,992,"""AL""",2011,143.0,43.1
36183,36183,2.0,2528,"""IN""",2013,154.0,79.7
36184,36184,1.0,260,"""IN""",2004,150.0,61.3
36185,36185,4.0,1044,"""TN""",2009,67.0,72.3
36186,36186,3.0,4050,"""NE""",2010,77.0,79.8
36187,36187,3.0,77,"""OH""",2008,63.0,32.7
36188,36188,2.0,4485,"""AR""",2005,116.0,41.7
36189,36189,0.0,2869,"""MN""",2004,117.0,28.7
36190,36190,4.0,3398,"""KY""",2005,76.0,24.8
36191,36191,4.0,4463,"""MO""",2010,109.0,61.9
36192,36192,2.0,636,"""MI""",2013,64.0,49.2
36193,36193,8.0,2935,"""GA""",2012,146.0,66.0
36194,36194,4.0,2958,"""TN""",2014,72.0,50.8
36195,36195,3.0,946,"""OH""",2008,157.0,38.0
36196,36196,4.0,1966,"""DE""",2005,83.0,54.5
36197,36197,1.0,4021,"""ONT""",2009,100.0,52.3
36198,36198,6.0,1458,"""MS""",2003,139.0,68.8
36199,36199,3.0,4013,"""OH""",2009,127.0,79.2
36200,36200,1.0,4982,"""IA""",2011,68.0,61.1
36201,36201,2.0,1,"""NE""",2004,40.0,58.5
36202,36202,4.0,606,"""MS""",2012,139.0,74.6
36203,36203,3.0,2980,"""IA""",2006,30.0,60.1
36204,36204,3.0,479,"""IN""",2012,154.0,51.3
36205,36205,3.0,5339,"""IL""",2015,148.0,74.7
36206,36206,4.0,1570,"""IL""",2010,147.0,22.7
36207,36207,2.0,5475,"""IL""",2013,148.0,59.9
36208,36208,2.0,4549,"""IN""",2015,154.0,53.3
36209,36209,2.0,4537,"""IN""",2013,154.0,69.4
36210,36210,8.0,2417,"""AL""",2011,51.0,42.5
36211,36211,1.0,3671,"""NE""",2006,40.0,66.3
36212,36212,3.0,5136,"""IN""",2009,154.0,56.3
36213,36213,4.0,4750,"""IN""",2007,154.0,32.0
36214,36214,6.0,885,"""NC""",2012,167.0,56.5
36215,36215,7.0,4891,"""GA""",2014,7.0,34.6
36216,36216,2.0,4485,"""IA""",2004,115.0,64.1
36217,36217,3.0,613,"""KS""",2005,6.0,64.7
36218,36218,5.0,2584,"""TN""",2004,67.0,43.3
36219,36219,4.0,86,"""MD""",2007,113.0,43.8
36220,36220,8.0,4877,"""SC""",2012,163.0,45.4
36221,36221,0.0,5268,"""ONT""",2004,99.0,48.0
36222,36222,2.0,421,"""NE""",2008,102.0,101.4
36223,36223,4.0,1044,"""KS""",2009,104.0,40.1
36224,36224,4.0,2052,"""KS""",2012,81.0,49.4
36225,36225,5.0,365,"""IL""",2006,147.0,44.5
36226,36226,1.0,4441,"""IN""",2007,154.0,38.0
36227,36227,1.0,744,"""QUE""",2013,130.0,52.5
36228,36228,5.0,1270,"""TN""",2003,67.0,42.6
36229,36229,7.0,1310,"""SC""",2005,20.0,29.3
36230,36230,1.0,2164,"""NE""",2008,40.0,67.2
36231,36231,-1.0,4283,"""MAN""",2007,88.0,62.4
36232,36232,5.0,1437,"""LA""",2007,1.0,23.4
36233,36233,4.0,1367,"""LA""",2005,1.0,26.5
36234,36234,7.0,5797,"""NC""",2011,35.0,34.6
36235,36235,4.0,3791,"""NC""",2007,107.0,40.3
36236,36236,3.0,4593,"""IL""",2010,5.0,60.9
36237,36237,4.0,5385,"""MO""",2012,38.0,62.3
36238,36238,2.0,214,"""NE""",2008,15.0,63.4
36239,36239,4.0,366,"""IL""",2007,147.0,28.7
36240,36240,5.0,2584,"""VA""",2004,151.0,58.7
36241,36241,3.0,322,"""IL""",2003,148.0,60.3
36242,36242,-1.0,2008,"""ONT""",2013,50.0,40.7
36243,36243,6.0,1138,"""AL""",2014,143.0,55.6
36244,36244,0.0,6,"""ND""",2014,57.0,42.3
36245,36245,2.0,4193,"""IA""",2015,2.0,50.6
36246,36246,-1.0,2595,"""ONT""",2011,50.0,52.1
36247,36247,3.0,2534,"""KS""",2003,6.0,57.3
36248,36248,8.0,5184,"""GA""",2008,7.0,58.5
36249,36249,4.0,1486,"""KS""",2010,104.0,39.5
36250,36250,3.0,5055,"""NE""",2011,34.0,78.9
36251,36251,6.0,631,"""NC""",2008,167.0,32.4
36252,36252,4.0,3023,"""TN""",2014,72.0,51.6
36253,36253,4.0,3492,"""AR""",2010,140.0,39.8
36254,36254,3.0,668,"""IN""",2014,154.0,54.7
36255,36255,5.0,1276,"""KY""",2008,111.0,36.8
36256,36256,8.0,52,"""AL""",2014,144.0,33.2
36257,36257,4.0,373,"""TX""",2004,112.0,15.0
36258,36258,1.0,719,"""IA""",2007,32.0,33.6
36259,36259,4.0,5354,"""KS""",2014,98.0,33.9
36260,36260,4.0,2469,"""NE""",2007,136.0,70.9
36261,36261,4.0,5136,"""MO""",2010,110.0,47.9
36262,36262,2.0,3344,"""ONT""",2009,61.0,75.3
36263,36263,2.0,5630,"""IN""",2013,154.0,59.3
36264,36264,4.0,3005,"""AR""",2008,116.0,58.0
36265,36265,7.0,1918,"""GA""",2014,105.0,45.5
36266,36266,4.0,898,"""TN""",2006,85.0,80.7
36267,36267,3.0,5109,"""IN""",2009,154.0,56.0
36268,36268,6.0,1019,"""MS""",2008,139.0,29.1
36269,36269,6.0,1806,"""GA""",2008,7.0,51.5
36270,36270,4.0,3792,"""IL""",2009,148.0,61.0
36271,36271,2.0,17,"""NE""",2010,15.0,67.6
36272,36272,1.0,3830,"""ONT""",2010,33.0,76.7
36273,36273,4.0,2244,"""MO""",2012,109.0,55.6
36274,36274,3.0,4597,"""MO""",2010,109.0,48.7
36275,36275,2.0,4906,"""ONT""",2006,33.0,10.7
36276,36276,4.0,5526,"""MD""",2004,113.0,52.3
36277,36277,2.0,3000,"""NE""",2013,40.0,78.2
36278,36278,2.0,4003,"""NE""",2007,82.0,60.2
36279,36279,0.0,3165,"""ONT""",2014,134.0,45.4
36280,36280,5.0,2201,"""KS""",2014,104.0,34.3
36281,36281,5.0,2642,"""MS""",2013,139.0,74.7
36282,36282,-1.0,883,"""AR""",2004,69.0,1.1
36283,36283,7.0,2366,"""AL""",2007,143.0,43.3
36284,36284,3.0,3765,"""IA""",2015,41.0,56.8
36285,36285,1.0,3701,"""SD""",2012,153.0,25.6
36286,36286,0.0,3519,"""QUE""",2006,119.0,65.0
36287,36287,6.0,730,"""AR""",2004,103.0,53.8
36288,36288,6.0,1438,"""AR""",2009,103.0,80.0
36289,36289,2.0,5455,"""NE""",2013,102.0,79.0
36290,36290,2.0,734,"""IL""",2003,148.0,46.9
36291,36291,2.0,4019,"""OH""",2010,63.0,59.8
36292,36292,2.0,636,"""NE""",2007,82.0,62.6
36293,36293,4.0,4253,"""IN""",2007,154.0,57.9
36294,36294,2.0,4912,"""IL""",2007,148.0,51.4
36295,36295,3.0,5574,"""IN""",2013,27.0,57.3
36296,36296,2.0,5249,"""NE""",2009,102.0,68.4
36297,36297,4.0,5603,"""KY""",2003,111.0,61.1
36298,36298,4.0,1180,"""TX""",2004,112.0,31.0
36299,36299,2.0,3272,"""SD""",2005,10.0,65.6
36300,36300,2.0,636,"""ONT""",2015,33.0,77.4
36301,36301,-1.0,3111,"""ONT""",2007,47.0,29.2
36302,36302,4.0,3576,"""AR""",2012,69.0,62.4
36303,36303,6.0,2416,"""AL""",2012,143.0,44.5
36304,36304,1.0,1889,"""IN""",2009,154.0,51.0
36305,36305,1.0,3078,"""NE""",2005,56.0,74.3
36306,36306,5.0,2808,"""AR""",2003,116.0,33.3
36307,36307,3.0,244,"""KS""",2009,6.0,28.0
36308,36308,3.0,58,"""OH""",2008,63.0,33.1
36309,36309,3.0,3987,"""NE""",2005,45.0,75.2
36310,36310,-1.0,4277,"""ONT""",2010,99.0,53.8
36311,36311,3.0,511,"""IL""",2003,91.0,53.9
36312,36312,2.0,5282,"""NE""",2010,15.0,70.7
36313,36313,5.0,1265,"""KS""",2003,81.0,26.8
36314,36314,3.0,3765,"""KS""",2015,96.0,26.0
36315,36315,7.0,2363,"""SC""",2003,20.0,56.5
36316,36316,0.0,2081,"""ND""",2009,31.0,47.9
36317,36317,0.0,5233,"""ONT""",2008,99.0,48.4
36318,36318,3.0,636,"""NE""",2007,136.0,67.2
36319,36319,1.0,5026,"""SD""",2009,10.0,30.1
36320,36320,3.0,426,"""MO""",2007,110.0,64.5
36321,36321,3.0,2992,"""KS""",2014,98.0,34.0
36322,36322,2.0,421,"""IA""",2008,2.0,39.7
36323,36323,2.0,2537,"""NE""",2005,56.0,69.9
36324,36324,2.0,4192,"""OH""",2015,63.0,65.2
36325,36325,1.0,5308,"""MI""",2015,64.0,42.3
36326,36326,0.0,5720,"""ONT""",2014,134.0,49.2
36327,36327,0.0,1759,"""ONT""",2006,156.0,42.9
36328,36328,1.0,5752,"""MN""",2011,74.0,54.0
36329,36329,4.0,397,"""MD""",2011,113.0,54.5
36330,36330,3.0,4670,"""OH""",2012,126.0,61.6
36331,36331,3.0,636,"""NE""",2007,45.0,71.4
36332,36332,4.0,86,"""KS""",2006,81.0,15.0
36333,36333,2.0,4646,"""IA""",2014,21.0,63.6
36334,36334,-1.0,3530,"""MN""",2007,87.0,50.7
36335,36335,1.0,3498,"""IA""",2009,2.0,56.1
36336,36336,2.0,288,"""NE""",2008,15.0,70.4
36337,36337,-1.0,2272,"""ND""",2009,93.0,28.4
36338,36338,4.0,2874,"""TN""",2010,67.0,57.2
36339,36339,3.0,147,"""NE""",2005,45.0,55.3
36340,36340,2.0,530,"""IL""",2007,148.0,62.2
36341,36341,7.0,1715,"""NC""",2014,71.0,40.6
36342,36342,1.0,3798,"""SD""",2007,10.0,56.9
36343,36343,4.0,604,"""IN""",2011,154.0,47.1
36344,36344,5.0,2914,"""KS""",2014,81.0,54.1
36345,36345,3.0,5359,"""IL""",2009,148.0,68.7
36346,36346,4.0,39,"""TN""",2014,67.0,55.3
36347,36347,0.0,3553,"""ND""",2014,57.0,47.4
36348,36348,-1.0,4329,"""MN""",2015,42.0,45.7
36349,36349,6.0,2817,"""AR""",2007,116.0,61.7
36350,36350,1.0,5049,"""NE""",2011,102.0,70.3
36351,36351,4.0,1469,"""MS""",2003,139.0,64.8
36352,36352,6.0,1500,"""GA""",2014,7.0,41.5
36353,36353,2.0,4556,"""NE""",2015,158.0,88.5
36354,36354,2.0,4549,"""NE""",2015,40.0,92.6
36355,36355,6.0,778,"""AL""",2007,16.0,10.0
36356,36356,4.0,362,"""VA""",2012,151.0,66.6
36357,36357,4.0,2529,"""KS""",2008,98.0,32.6
36358,36358,1.0,598,"""NE""",2014,62.0,69.6
36359,36359,1.0,413,"""IN""",2005,154.0,44.3
36360,36360,8.0,4877,"""GA""",2011,146.0,63.6
36361,36361,3.0,3420,"""MO""",2013,38.0,46.1
36362,36362,0.0,2014,"""ND""",2014,31.0,49.4
36363,36363,6.0,1122,"""NC""",2014,71.0,51.8
36364,36364,1.0,3848,"""ONT""",2010,100.0,38.8
36365,36365,0.0,3687,"""QUE""",2013,133.0,88.2
36366,36366,4.0,833,"""MD""",2004,113.0,62.2
36367,36367,1.0,2771,"""MN""",2012,152.0,62.8
36368,36368,4.0,32,"""IN""",2015,27.0,58.9
36369,36369,5.0,1264,"""KS""",2015,104.0,33.8
36370,36370,7.0,2342,"""MS""",2007,139.0,24.1
36371,36371,5.0,2808,"""LA""",2003,22.0,42.9
36372,36372,1.0,2785,"""QUE""",2015,130.0,79.1
36373,36373,6.0,2048,"""AL""",2008,143.0,44.0
36374,36374,2.0,2528,"""IA""",2012,21.0,70.7
36375,36375,0.0,1650,"""SD""",2010,23.0,29.5
36376,36376,6.0,1387,"""AL""",2012,143.0,48.2
36377,36377,3.0,443,"""OH""",2007,63.0,76.4
36378,36378,0.0,4959,"""ONT""",2010,156.0,49.4
36379,36379,1.0,3781,"""IA""",2013,68.0,65.7
36380,36380,3.0,5346,"""KS""",2013,78.0,61.5
36381,36381,1.0,4900,"""SD""",2005,149.0,44.3
36382,36382,6.0,1705,"""NC""",2005,107.0,50.3
36383,36383,4.0,4474,"""TN""",2015,72.0,57.7
36384,36384,1.0,3769,"""SD""",2013,149.0,32.8
36385,36385,0.0,1666,"""MN""",2003,117.0,41.7
36386,36386,3.0,3437,"""IL""",2003,91.0,47.9
36387,36387,0.0,2167,"""MN""",2013,117.0,33.0
36388,36388,4.0,373,"""TX""",2005,112.0,15.0
36389,36389,4.0,5354,"""IN""",2014,154.0,65.6
36390,36390,0.0,1651,"""ND""",2010,31.0,45.6
36391,36391,5.0,1253,"""KS""",2007,104.0,30.3
36392,36392,5.0,1249,"""KY""",2005,111.0,12.3
36393,36393,1.0,4419,"""IA""",2005,2.0,65.3
36394,36394,5.0,1710,"""MD""",2008,113.0,34.0
36395,36395,8.0,1544,"""SC""",2014,54.0,33.6
36396,36396,0.0,3585,"""MN""",2007,89.0,18.2
36397,36397,3.0,4495,"""AR""",2005,116.0,44.7
36398,36398,3.0,1628,"""IA""",2003,2.0,50.1
36399,36399,6.0,1709,"""GA""",2009,146.0,53.3
36400,36400,6.0,1687,"""NC""",2012,167.0,52.8
36401,36401,4.0,3107,"""AR""",2003,103.0,45.2
36402,36402,2.0,4967,"""NE""",2009,40.0,57.6
36403,36403,5.0,379,"""TN""",2011,67.0,46.7
36404,36404,5.0,1681,"""VA""",2005,151.0,40.3
36405,36405,1.0,5404,"""ONT""",2003,114.0,60.8
36406,36406,3.0,304,"""IN""",2010,154.0,49.6
36407,36407,1.0,5464,"""MI""",2007,118.0,51.8
36408,36408,5.0,3207,"""KY""",2008,111.0,35.4
36409,36409,1.0,4199,"""ONT""",2015,134.0,47.6
36410,36410,1.0,5051,"""MI""",2012,118.0,36.5
36411,36411,6.0,1819,"""NC""",2010,107.0,50.4
36412,36412,3.0,945,"""NE""",2007,136.0,66.1
36413,36413,2.0,3264,"""IA""",2012,21.0,52.5
36414,36414,8.0,1347,"""AL""",2003,143.0,51.8
36415,36415,-1.0,5158,"""MN""",2015,42.0,38.5
36416,36416,2.0,2215,"""SD""",2008,10.0,41.2
36417,36417,7.0,4374,"""GA""",2004,105.0,28.2
36418,36418,5.0,1881,"""AR""",2005,103.0,41.4
36419,36419,2.0,463,"""IA""",2008,115.0,48.6
36420,36420,2.0,2650,"""IL""",2008,148.0,52.6
36421,36421,2.0,2787,"""MI""",2015,64.0,55.7
36422,36422,5.0,2889,"""KS""",2012,104.0,28.1
36423,36423,2.0,4690,"""IN""",2014,150.0,63.8
36424,36424,0.0,3158,"""ONT""",2004,99.0,47.5
36425,36425,4.0,2908,"""MS""",2015,139.0,66.2
36426,36426,0.0,3571,"""MN""",2015,89.0,35.3
36427,36427,4.0,2766,"""TN""",2012,67.0,45.0
36428,36428,4.0,5598,"""LA""",2009,22.0,21.0
36429,36429,5.0,1393,"""VA""",2006,151.0,35.9
36430,36430,4.0,4557,"""AR""",2011,140.0,55.1
36431,36431,6.0,4385,"""AR""",2006,116.0,61.1
36432,36432,1.0,12,"""IN""",2005,154.0,37.6
36433,36433,7.0,916,"""GA""",2007,105.0,52.1
36434,36434,1.0,4262,"""IA""",2010,2.0,48.8
36435,36435,5.0,3016,"""NC""",2011,71.0,42.2
36436,36436,2.0,2030,"""IL""",2015,148.0,60.7
36437,36437,5.0,5560,"""KS""",2008,81.0,35.3
36438,36438,2.0,5391,"""NE""",2014,102.0,82.7
36439,36439,6.0,1034,"""AR""",2015,69.0,62.0
36440,36440,5.0,1119,"""AR""",2012,140.0,66.8
36441,36441,2.0,485,"""IN""",2013,150.0,65.9
36442,36442,4.0,86,"""KS""",2011,81.0,23.1
36443,36443,8.0,889,"""GA""",2012,105.0,54.2
36444,36444,5.0,1845,"""MO""",2004,110.0,48.3
36445,36445,4.0,3011,"""MD""",2008,113.0,60.1
36446,36446,4.0,2615,"""KS""",2004,81.0,34.3
36447,36447,2.0,3030,"""IN""",2012,154.0,35.0
36448,36448,1.0,3827,"""MN""",2010,152.0,58.9
36449,36449,5.0,1204,"""MS""",2003,135.0,41.4
36450,36450,0.0,4158,"""ONT""",2008,156.0,39.1
36451,36451,3.0,3425,"""IL""",2014,148.0,67.0
36452,36452,2.0,5543,"""NE""",2015,158.0,78.3
36453,36453,0.0,10,"""MN""",2012,117.0,37.2
36454,36454,3.0,5538,"""NE""",2006,56.0,74.5
36455,36455,2.0,57,"""NE""",2004,56.0,62.4
36456,36456,2.0,583,"""NE""",2011,40.0,71.1
36457,36457,5.0,1793,"""LA""",2004,22.0,34.4
36458,36458,4.0,4253,"""IL""",2007,17.0,56.4
36459,36459,4.0,4102,"""KS""",2014,78.0,50.7
36460,36460,4.0,2591,"""IL""",2005,148.0,52.8
36461,36461,0.0,702,"""MN""",2013,89.0,27.0
36462,36462,6.0,2409,"""AL""",2012,16.0,53.2
36463,36463,4.0,4236,"""KS""",2004,104.0,43.2
36464,36464,6.0,2428,"""GA""",2011,105.0,53.7
36465,36465,2.0,4019,"""NE""",2009,102.0,83.4
36466,36466,4.0,1246,"""AR""",2005,103.0,43.7
36467,36467,3.0,177,"""AR""",2005,116.0,50.2
36468,36468,3.0,4595,"""IA""",2009,2.0,66.6
36469,36469,5.0,1368,"""KS""",2006,81.0,15.4
36470,36470,1.0,5448,"""NE""",2012,102.0,58.9
36471,36471,2.0,4019,"""IA""",2008,115.0,51.1
36472,36472,5.0,1279,"""OK""",2011,138.0,37.0
36473,36473,5.0,2112,"""TN""",2012,129.0,56.7
36474,36474,5.0,3623,"""MS""",2015,139.0,63.8
36475,36475,2.0,3942,"""IA""",2009,2.0,68.3
36476,36476,3.0,1359,"""KS""",2003,78.0,42.6
36477,36477,7.0,3221,"""GA""",2014,7.0,39.9
36478,36478,4.0,3331,"""MS""",2014,139.0,51.7
36479,36479,4.0,1268,"""KS""",2005,104.0,20.8
36480,36480,4.0,2895,"""KS""",2011,81.0,25.0
36481,36481,2.0,5039,"""MI""",2010,64.0,42.3
36482,36482,1.0,190,"""MI""",2009,64.0,59.8
36483,36483,5.0,3038,"""NC""",2011,108.0,39.8
36484,36484,1.0,4736,"""QUE""",2010,130.0,64.5
36485,36485,5.0,2121,"""KS""",2013,104.0,31.4
36486,36486,4.0,1443,"""TN""",2015,72.0,57.6
36487,36487,6.0,1470,"""NC""",2005,107.0,44.2
36488,36488,2.0,4489,"""IL""",2005,48.0,43.9
36489,36489,3.0,3924,"""OH""",2011,128.0,68.6
36490,36490,3.0,233,"""IN""",2009,150.0,49.5
36491,36491,6.0,625,"""AR""",2009,103.0,52.3
36492,36492,4.0,2531,"""OH""",2003,123.0,50.8
36493,36493,6.0,725,"""SC""",2004,20.0,37.3
36494,36494,3.0,5778,"""OH""",2012,63.0,41.8
36495,36495,8.0,889,"""GA""",2013,8.0,60.8
36496,36496,0.0,3711,"""ND""",2003,31.0,28.8
36497,36497,3.0,636,"""NE""",2010,77.0,81.0
36498,36498,0.0,1730,"""ONT""",2004,99.0,45.7
36499,36499,3.0,4588,"""IN""",2009,154.0,64.8
36500,36500,6.0,628,"""AR""",2009,103.0,70.6
36501,36501,3.0,4713,"""NE""",2015,159.0,60.4
36502,36502,8.0,1544,"""GA""",2013,105.0,71.1
36503,36503,4.0,1490,"""MO""",2003,110.0,58.7
36504,36504,4.0,2878,"""MS""",2014,135.0,62.4
36505,36505,5.0,2348,"""VA""",2004,151.0,65.6
36506,36506,7.0,888,"""GA""",2010,105.0,20.7
36507,36507,2.0,5271,"""IN""",2003,150.0,31.3
36508,36508,5.0,1350,"""MO""",2005,110.0,84.1
36509,36509,4.0,4753,"""AR""",2011,69.0,68.5
36510,36510,5.0,1350,"""MO""",2011,109.0,67.1
36511,36511,3.0,3998,"""IA""",2005,30.0,78.1
36512,36512,2.0,4446,"""IL""",2008,148.0,35.7
36513,36513,4.0,2325,"""IL""",2008,147.0,65.7
36514,36514,-1.0,691,"""AR""",2003,53.0,50.9
36515,36515,3.0,5750,"""IL""",2008,148.0,51.7
36516,36516,7.0,5792,"""NC""",2014,71.0,42.8
36517,36517,5.0,2659,"""MD""",2008,113.0,45.0
36518,36518,1.0,2002,"""ONT""",2012,114.0,42.8
36519,36519,6.0,1122,"""AL""",2015,16.0,56.4
36520,36520,4.0,40,"""TN""",2015,72.0,76.3
36521,36521,5.0,3099,"""KS""",2003,81.0,29.0
36522,36522,2.0,3264,"""IL""",2012,148.0,24.9
36523,36523,4.0,2927,"""VA""",2011,151.0,74.3
36524,36524,6.0,2884,"""GA""",2011,7.0,27.4
36525,36525,4.0,2588,"""KS""",2005,6.0,59.0
36526,36526,1.0,5752,"""IA""",2011,68.0,58.9
36527,36527,4.0,792,"""MD""",2006,113.0,42.6
36528,36528,5.0,2138,"""MS""",2003,139.0,57.5
36529,36529,2.0,5292,"""NE""",2011,15.0,57.0
36530,36530,5.0,3210,"""IL""",2008,147.0,57.3
36531,36531,4.0,3083,"""AR""",2008,116.0,51.0
36532,36532,3.0,581,"""IA""",2015,41.0,58.0
36533,36533,0.0,3687,"""ONT""",2013,134.0,51.8
36534,36534,4.0,2803,"""IL""",2008,147.0,54.0
36535,36535,3.0,3074,"""NE""",2009,45.0,64.9
36536,36536,2.0,5581,"""MN""",2015,155.0,65.3
36537,36537,3.0,2507,"""AR""",2005,116.0,42.7
36538,36538,5.0,1576,"""TN""",2003,72.0,49.4
36539,36539,2.0,4976,"""NE""",2010,102.0,96.9
36540,36540,-1.0,2603,"""ONT""",2008,47.0,46.4
36541,36541,6.0,3195,"""AL""",2007,51.0,64.3
36542,36542,4.0,4038,"""KS""",2007,78.0,39.5
36543,36543,2.0,311,"""MI""",2006,64.0,51.2
36544,36544,5.0,1057,"""TN""",2013,67.0,58.8
36545,36545,4.0,1814,"""NC""",2008,108.0,48.9
36546,36546,6.0,1136,"""AR""",2013,140.0,77.4
36547,36547,2.0,5467,"""ONT""",2003,61.0,50.3
36548,36548,1.0,3498,"""MN""",2008,74.0,28.7
36549,36549,6.0,1383,"""SC""",2005,36.0,43.8
36550,36550,4.0,1868,"""KS""",2007,104.0,32.2
36551,36551,4.0,3105,"""KS""",2007,6.0,52.3
36552,36552,2.0,3798,"""OH""",2015,157.0,68.7
36553,36553,0.0,3450,"""MN""",2008,117.0,25.0
36554,36554,7.0,4843,"""NC""",2007,71.0,34.9
36555,36555,-1.0,2087,"""MN""",2011,121.0,37.6
36556,36556,4.0,3137,"""MS""",2006,139.0,55.9
36557,36557,6.0,775,"""AR""",2005,140.0,48.4
36558,36558,2.0,3835,"""OH""",2009,63.0,59.9
36559,36559,4.0,1567,"""AR""",2004,116.0,64.3
36560,36560,3.0,944,"""NE""",2007,92.0,56.5
36561,36561,4.0,155,"""MD""",2007,113.0,55.1
36562,36562,4.0,4354,"""OK""",2008,19.0,20.7
36563,36563,2.0,3798,"""NE""",2014,40.0,57.1
36564,36564,2.0,474,"""IA""",2011,26.0,59.7
36565,36565,0.0,2094,"""ND""",2003,31.0,20.3
36566,36566,2.0,5756,"""NE""",2011,40.0,70.0
36567,36567,3.0,915,"""NE""",2006,45.0,67.0
36568,36568,2.0,5615,"""MI""",2008,64.0,38.1
36569,36569,5.0,1434,"""AL""",2008,16.0,44.5
36570,36570,3.0,4679,"""IA""",2015,21.0,66.7
36571,36571,3.0,569,"""IN""",2013,154.0,68.8
36572,36572,5.0,1062,"""AR""",2010,140.0,44.9
36573,36573,0.0,2012,"""SD""",2013,149.0,29.2
36574,36574,6.0,682,"""SC""",2008,54.0,36.8
36575,36575,7.0,997,"""SC""",2011,20.0,51.3
36576,36576,4.0,817,"""MS""",2004,139.0,50.1
36577,36577,2.0,5064,"""MI""",2013,64.0,65.8
36578,36578,4.0,1367,"""MD""",2003,113.0,38.1
36579,36579,3.0,5498,"""MO""",2003,94.0,22.4
36580,36580,4.0,362,"""AR""",2013,69.0,68.5
36581,36581,3.0,5499,"""NE""",2003,106.0,59.8
36582,36582,1.0,4183,"""QUE""",2012,130.0,47.1
36583,36583,0.0,5221,"""MI""",2005,86.0,43.6
36584,36584,-1.0,4811,"""QUE""",2013,73.0,54.8
36585,36585,0.0,744,"""ONT""",2014,134.0,32.8
36586,36586,0.0,4334,"""ND""",2015,31.0,57.1
36587,36587,1.0,2619,"""NE""",2011,15.0,38.4
36588,36588,2.0,4019,"""MI""",2009,64.0,67.3
36589,36589,4.0,1196,"""KS""",2010,81.0,38.6
36590,36590,4.0,1514,"""TN""",2013,67.0,54.8
36591,36591,2.0,3820,"""NE""",2006,40.0,84.1
36592,36592,2.0,5645,"""MI""",2015,64.0,38.5
36593,36593,4.0,3434,"""KS""",2010,78.0,57.8
36594,36594,8.0,4860,"""GA""",2008,105.0,41.6
36595,36595,1.0,906,"""IA""",2010,68.0,43.5
36596,36596,4.0,87,"""MO""",2004,110.0,71.4
36597,36597,6.0,4649,"""AR""",2007,103.0,49.4
36598,36598,1.0,3464,"""IA""",2005,2.0,62.9
36599,36599,1.0,5097,"""SD""",2007,10.0,62.5
36600,36600,3.0,3753,"""OH""",2012,126.0,59.1
36601,36601,1.0,2002,"""IA""",2012,68.0,28.1
36602,36602,-1.0,4286,"""QUE""",2008,73.0,41.4
36603,36603,1.0,432,"""NE""",2007,82.0,67.5
